# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1384       1.080932015314e-10       2.745123580739e-12      -9.020962931248e-12       0.000000000000e+00       1.627474929262e-15       5.667430952511e-16      -6.225978958626e-17 
 1385       1.083291714875e-10       2.715987456364e-12      -8.991365665086e-12       0.000000000000e+00       1.622852748205e-15       5.669421722006e-16      -6.154367754420e-17 
 1386       1.085618102661e-10       2.686932241314e-12      -8.959634865183e-12       0.000000000000e+00       1.618246542237e-15       5.670402813503e-16      -6.082514140364e-17 
 1387       1.087910165628e-10       2.657966120603e-12      -8.925796466040e-12       0.000000000000e+00       1.613656264411e-15       5.670396130822e-16      -6.010425973410e-17 
 1388       1.090166885565e-10       2.629097323802e-12      -8.889876590334e-12       0.000000000000e+00       1.609081866995e-15       5.669423722914e-16      -5.938111157578e-17 
 1389       1.092387239081e-10       2.600334125111e-12      -8.851901549286e-12       0.000000000000e+00       1.604523301462e-15       5.667507784138e-16      -5.865577644049e-17 
 1390       1.094570197599e-10       2.571684843444e-12      -8.811897843018e-12       0.000000000000e+00       1.599980518494e-15       5.664670654529e-16      -5.792833431244e-17 
 1391       1.096714727344e-10       2.543157842504e-12      -8.769892160917e-12       0.000000000000e+00       1.595453467977e-15       5.660934820076e-16      -5.719886564913e-17 
 1392       1.098819789339e-10       2.514761530862e-12      -8.725911381996e-12       0.000000000000e+00       1.590942099000e-15       5.656322912988e-16      -5.646745138217e-17 
 1393       1.100884339390e-10       2.486504362034e-12      -8.679982575256e-12       0.000000000000e+00       1.586446359853e-15       5.650857711972e-16      -5.573417291815e-17 
 1394       1.102907328083e-10       2.458394834564e-12      -8.632133000045e-12       0.000000000000e+00       1.581966198028e-15       5.644562142504e-16      -5.499911213948e-17 
 1395       1.104887700770e-10       2.430441492096e-12      -8.582390106425e-12       0.000000000000e+00       1.577501560212e-15       5.637459277102e-16      -5.426235140525e-17 
 1396       1.106824397564e-10       2.402652923454e-12      -8.530781535530e-12       0.000000000000e+00       1.573052392289e-15       5.629572335595e-16      -5.352397355205e-17 
 1397       1.108716353328e-10       2.375037762726e-12      -8.477335119926e-12       0.000000000000e+00       1.568618639337e-15       5.620924685402e-16      -5.278406189486e-17 
 1398       1.110562497666e-10       2.347604689333e-12      -8.422078883978e-12       0.000000000000e+00       1.564200245627e-15       5.611539841801e-16      -5.204270022788e-17 
 1399       1.112361754917e-10       2.320362428115e-12      -8.365041044207e-12       0.000000000000e+00       1.559797154619e-15       5.601441468198e-16      -5.129997282537e-17 
 1400       1.114113044142e-10       2.293319749405e-12      -8.306250009652e-12       0.000000000000e+00       1.555409308962e-15       5.590653376409e-16      -5.055596444252e-17 
 1401       1.115815279116e-10       2.266485469109e-12      -8.245734382235e-12       0.000000000000e+00       1.551036650494e-15       5.579199526924e-16      -4.981076031628e-17 
 1402       1.117467368323e-10       2.239868448785e-12      -8.183522957119e-12       0.000000000000e+00       1.546679120236e-15       5.567104029183e-16      -4.906444616623e-17 
 1403       1.119068214941e-10       2.213477595718e-12      -8.119644723072e-12       0.000000000000e+00       1.542336658393e-15       5.554391141848e-16      -4.831710819542e-17 
 1404       1.120616716838e-10       2.187321863002e-12      -8.054128862827e-12       0.000000000000e+00       1.538009204351e-15       5.541085273079e-16      -4.756883309121e-17 
 1405       1.122111766563e-10       2.161410249618e-12      -7.987004753447e-12       0.000000000000e+00       1.533696696676e-15       5.527210980799e-16      -4.681970802612e-17 
 1406       1.123552251331e-10       2.135751800508e-12      -7.918301966679e-12       0.000000000000e+00       1.529399073112e-15       5.512792972975e-16      -4.606982065872e-17 
 1407       1.124937053024e-10       2.110355606659e-12      -7.848050269326e-12       0.000000000000e+00       1.525116270578e-15       5.497856107886e-16      -4.531925913441e-17 
 1408       1.126265048171e-10       2.085230805178e-12      -7.776279623600e-12       0.000000000000e+00       1.520848225170e-15       5.482425394395e-16      -4.456811208633e-17 
 1409       1.127535107949e-10       2.060386579371e-12      -7.703020187489e-12       0.000000000000e+00       1.516594872152e-15       5.466525992224e-16      -4.381646863619e-17 
 1410       1.128746098170e-10       2.035832158821e-12      -7.628302315115e-12       0.000000000000e+00       1.512356145963e-15       5.450183212228e-16      -4.306441839510e-17 
 1411       1.129896879268e-10       2.011576819467e-12      -7.552156557099e-12       0.000000000000e+00       1.508131980208e-15       5.433422516662e-16      -4.231205146445e-17 
 1412       1.130986306297e-10       1.987629883682e-12      -7.474613660920e-12       0.000000000000e+00       1.503922307660e-15       5.416269519459e-16      -4.155945843673e-17 
 1413       1.132013228921e-10       1.964000720350e-12      -7.395704571277e-12       0.000000000000e+00       1.499727060257e-15       5.398749986500e-16      -4.080673039642e-17 
 1414       1.132976491398e-10       1.940698744949e-12      -7.315460430453e-12       0.000000000000e+00       1.495546169100e-15       5.380889835886e-16      -4.005395892080e-17 
 1415       1.133874932582e-10       1.917733419621e-12      -7.233912578674e-12       0.000000000000e+00       1.491379564453e-15       5.362715138216e-16      -3.930123608081e-17 
 1416       1.134707385905e-10       1.895114253258e-12      -7.151092554472e-12       0.000000000000e+00       1.487227175739e-15       5.344252116850e-16      -3.854865444192e-17 
 1417       1.135472679372e-10       1.872850801578e-12      -7.067032095044e-12       0.000000000000e+00       1.483088931537e-15       5.325527148192e-16      -3.779630706495e-17 
 1418       1.136169635553e-10       1.850952667200e-12      -6.981763136619e-12       0.000000000000e+00       1.478964759586e-15       5.306566761954e-16      -3.704428750694e-17 
 1419       1.136797071572e-10       1.829429499728e-12      -6.895317814816e-12       0.000000000000e+00       1.474854586775e-15       5.287397641436e-16      -3.629268982200e-17 
 1420       1.137353799098e-10       1.808290995824e-12      -6.807728465004e-12       0.000000000000e+00       1.470758339149e-15       5.268046623791e-16      -3.554160856214e-17 
 1421       1.137838624340e-10       1.787546899290e-12      -6.719027622668e-12       0.000000000000e+00       1.466675941903e-15       5.248540700305e-16      -3.479113877814e-17 
 1422       1.138250348031e-10       1.767207001145e-12      -6.629248023767e-12       0.000000000000e+00       1.462607319378e-15       5.228907016664e-16      -3.404137602039e-17 
 1423       1.138587765426e-10       1.747281139701e-12      -6.538422605099e-12       0.000000000000e+00       1.458552395066e-15       5.209172873231e-16      -3.329241633975e-17 
 1424       1.138849878184e-10       1.727777862776e-12      -6.446584909147e-12       0.000000000000e+00       1.454511098316e-15       5.189361962343e-16      -3.254435032532e-17 
 1425       1.139036532423e-10       1.708700399126e-12      -6.353770302450e-12       0.000000000000e+00       1.450483384549e-15       5.169483037392e-16      -3.179724514901e-17 
 1426       1.139147787200e-10       1.690050645793e-12      -6.260014770467e-12       0.000000000000e+00       1.446469215249e-15       5.149541127918e-16      -3.105116233829e-17 
 1427       1.139183703217e-10       1.671830502221e-12      -6.165354514609e-12       0.000000000000e+00       1.442468551266e-15       5.129541292074e-16      -3.030616372297e-17 
 1428       1.139144342821e-10       1.654041870253e-12      -6.069825952623e-12       0.000000000000e+00       1.438481352816e-15       5.109488616675e-16      -2.956231143575e-17 
 1429       1.139029770012e-10       1.636686654130e-12      -5.973465718978e-12       0.000000000000e+00       1.434507579478e-15       5.089388217248e-16      -2.881966791266e-17 
 1430       1.138840050444e-10       1.619766760494e-12      -5.876310665255e-12       0.000000000000e+00       1.430547190195e-15       5.069245238083e-16      -2.807829589359e-17 
 1431       1.138575251429e-10       1.603284098382e-12      -5.778397860525e-12       0.000000000000e+00       1.426600143269e-15       5.049064852283e-16      -2.733825842280e-17 
 1432       1.138235441942e-10       1.587240579231e-12      -5.679764591740e-12       0.000000000000e+00       1.422666396365e-15       5.028852261811e-16      -2.659961884939e-17 
 1433       1.137820692620e-10       1.571638116871e-12      -5.580448364117e-12       0.000000000000e+00       1.418745906501e-15       5.008612697546e-16      -2.586244082779e-17 
 1434       1.137331075774e-10       1.556478627528e-12      -5.480486901523e-12       0.000000000000e+00       1.414838630058e-15       4.988351419327e-16      -2.512678831830e-17 
 1435       1.136766665383e-10       1.541764029823e-12      -5.379918146863e-12       0.000000000000e+00       1.410944522767e-15       4.968073716008e-16      -2.439272558755e-17 
 1436       1.136127537107e-10       1.527496244770e-12      -5.278780262463e-12       0.000000000000e+00       1.407063539715e-15       4.947784905504e-16      -2.366031720901e-17 
 1437       1.135413768281e-10       1.513677195776e-12      -5.177111630454e-12       0.000000000000e+00       1.403195635344e-15       4.927490334846e-16      -2.292962806347e-17 
 1438       1.134625437928e-10       1.500308808639e-12      -5.074950853162e-12       0.000000000000e+00       1.399340763443e-15       4.907195380223e-16      -2.220072333958e-17 
 1439       1.133762626756e-10       1.487393011549e-12      -4.972336753493e-12       0.000000000000e+00       1.395498877154e-15       4.886905447043e-16      -2.147366853429e-17 
 1440       1.132825417164e-10       1.474931735085e-12      -4.869308375313e-12       0.000000000000e+00       1.391669928965e-15       4.866625969974e-16      -2.074852945339e-17 
 1441       1.131813893246e-10       1.462926912217e-12      -4.765904983841e-12       0.000000000000e+00       1.387853870713e-15       4.846362412998e-16      -2.002537221199e-17 
 1442       1.130728140794e-10       1.451380478303e-12      -4.662166066030e-12       0.000000000000e+00       1.384050653579e-15       4.826120269461e-16      -1.930426323503e-17 
 1443       1.129568247302e-10       1.440294371089e-12      -4.558131330954e-12       0.000000000000e+00       1.380260228089e-15       4.805905062121e-16      -1.858526925775e-17 
 1444       1.128334301969e-10       1.429670530706e-12      -4.453840710192e-12       0.000000000000e+00       1.376482544110e-15       4.785722343203e-16      -1.786845732621e-17 
 1445       1.127026395704e-10       1.419510899674e-12      -4.349334358217e-12       0.000000000000e+00       1.372717550854e-15       4.765577694443e-16      -1.715389479779e-17 
 1446       1.125644621127e-10       1.409817422897e-12      -4.244652652778e-12       0.000000000000e+00       1.368965196868e-15       4.745476727141e-16      -1.644164934167e-17 
 1447       1.124189072576e-10       1.400592047662e-12      -4.139836195287e-12       0.000000000000e+00       1.365225430042e-15       4.725425082213e-16      -1.573178893933e-17 
 1448       1.122659846108e-10       1.391836723643e-12      -4.034925811205e-12       0.000000000000e+00       1.361498197599e-15       4.705428430236e-16      -1.502438188506e-17 
 1449       1.121057039504e-10       1.383553402894e-12      -3.929962550427e-12       0.000000000000e+00       1.357783446102e-15       4.685492471505e-16      -1.431949678644e-17 
 1450       1.119380752271e-10       1.375744039852e-12      -3.824987687668e-12       0.000000000000e+00       1.354081121444e-15       4.665622936076e-16      -1.361720256487e-17 
 1451       1.117631085650e-10       1.368410591335e-12      -3.720042722849e-12       0.000000000000e+00       1.350391168853e-15       4.645825583821e-16      -1.291756845601e-17 
 1452       1.115808142613e-10       1.361555016543e-12      -3.615169381479e-12       0.000000000000e+00       1.346713532888e-15       4.626106204476e-16      -1.222066401032e-17 
 1453       1.113912027872e-10       1.355179277052e-12      -3.510409615047e-12       0.000000000000e+00       1.343048157439e-15       4.606470617691e-16      -1.152655909357e-17 
